oracle_gameid,esports_game_id,tournament,date,start_time,blue,red,game_num
LOLTMNT04_125634,114755484277800165,lfl_summer_2025,2025-08-01 16:06:03,2025-08-01T16:00:00Z,BK ROG Esports,Solary,1
LOLTMNT04_125650,114755484277800166,lfl_summer_2025,2025-08-01 17:04:20,2025-08-01T16:00:00Z,BK ROG Esports,Solary,2
LOLTMNT04_127409,114755484277865769,lfl_summer_2025,2025-08-01 18:15:54,2025-08-01T19:00:00Z,Gentle Mates,Galions,1
LOLTMNT04_127412,114755484277865770,lfl_summer_2025,2025-08-01 19:13:25,2025-08-01T19:00:00Z,Gentle Mates,Galions,2
LOLTMNT05_146435,114755484277800173,lfl_summer_2025,2025-08-06 16:07:47,2025-08-06T16:00:00Z,Galions,BK ROG Esports,1
LOLTMNT05_145443,114755484277800174,lfl_summer_2025,2025-08-06 17:06:07,2025-08-06T16:00:00Z,BK ROG Esports,Galions,2
LOLTMNT05_146515,114755484277800149,lfl_summer_2025,2025-08-07 16:08:40,2025-08-07T16:00:00Z,Vitality.Bee,Team BDS Academy,1
LOLTMNT05_145529,114755484277800150,lfl_summer_2025,2025-08-07 16:59:34,2025-08-07T16:00:00Z,Vitality.Bee,Team BDS Academy,2
LOLTMNT05_146545,114755484277800151,lfl_summer_2025,2025-08-07 17:49:39,2025-08-07T16:00:00Z,Team BDS Academy,Vitality.Bee,3
LOLTMNT02_296141,114755484277865741,lfl_summer_2025,2025-08-07 18:00:25,2025-08-07T19:00:00Z,Karmine Corp Blue,Gentle Mates,1
LOLTMNT05_145544,114755484277865733,lfl_summer_2025,2025-08-07 18:46:21,2025-08-07T19:00:00Z,Galions,GameWard,1
LOLTMNT02_297130,114755484277865742,lfl_summer_2025,2025-08-07 18:59:26,2025-08-07T19:00:00Z,Gentle Mates,Karmine Corp Blue,2
LOLTMNT02_296190,114755484277865743,lfl_summer_2025,2025-08-07 19:55:19,2025-08-07T19:00:00Z,Karmine Corp Blue,Gentle Mates,3
LOLTMNT05_146559,114755484277865734,lfl_summer_2025,2025-08-07 20:00:35,2025-08-07T19:00:00Z,Galions,GameWard,2
LOLTMNT05_146561,114755484277865735,lfl_summer_2025,2025-08-07 20:50:17,2025-08-07T19:00:00Z,GameWard,Galions,3
LOLTMNT05_146619,114755484277865737,lfl_summer_2025,2025-08-08 16:06:20,2025-08-08T16:00:00Z,GameWard,Vitality.Bee,1
LOLTMNT05_145619,114755484277865738,lfl_summer_2025,2025-08-08 16:59:55,2025-08-08T16:00:00Z,Vitality.Bee,GameWard,2
LOLTMNT05_146631,114755484277865739,lfl_summer_2025,2025-08-08 17:52:03,2025-08-08T16:00:00Z,Vitality.Bee,GameWard,3
LOLTMNT05_145625,114755484277865765,lfl_summer_2025,2025-08-08 18:53:03,2025-08-08T19:00:00Z,Joblife,Gentle Mates,1
LOLTMNT05_146637,114755484277865766,lfl_summer_2025,2025-08-08 20:07:52,2025-08-08T19:00:00Z,Joblife,Gentle Mates,2
LOLTMNT05_145926,114755484277865797,lfl_summer_2025,2025-08-13 16:08:40,2025-08-13T16:00:00Z,Galions,Vitality.Bee,1
LOLTMNT05_146937,114755484277865798,lfl_summer_2025,2025-08-13 17:13:55,2025-08-13T16:00:00Z,Vitality.Bee,Galions,2
LOLTMNT05_145940,114755484277865799,lfl_summer_2025,2025-08-13 18:11:38,2025-08-13T16:00:00Z,Galions,Vitality.Bee,3
LOLTMNT05_145942,114755484277865761,lfl_summer_2025,2025-08-13 19:21:56,2025-08-13T19:00:00Z,Solary,Gentle Mates,1
LOLTMNT05_146944,114755484277865762,lfl_summer_2025,2025-08-13 20:23:03,2025-08-13T19:00:00Z,Gentle Mates,Solary,2
LOLTMNT05_146990,114755484277800141,lfl_summer_2025,2025-08-14 16:06:11,2025-08-14T16:00:00Z,Team BDS Academy,Joblife,1
LOLTMNT05_146987,114755484277800177,lfl_summer_2025,2025-08-14 16:06:24,2025-08-14T16:00:00Z,Vitality.Bee,BK ROG Esports,1
LOLTMNT05_148002,114755484277800142,lfl_summer_2025,2025-08-14 16:58:37,2025-08-14T16:00:00Z,Joblife,Team BDS Academy,2
LOLTMNT05_148005,114755484277800178,lfl_summer_2025,2025-08-14 17:26:06,2025-08-14T16:00:00Z,BK ROG Esports,Vitality.Bee,2
LOLTMNT05_148011,114755484277800181,lfl_summer_2025,2025-08-14 17:50:48,2025-08-14T19:00:00Z,GameWard,Karmine Corp Blue,1
LOLTMNT05_147017,114755484277800179,lfl_summer_2025,2025-08-14 18:20:46,2025-08-14T16:00:00Z,Vitality.Bee,BK ROG Esports,3
LOLTMNT05_147019,114755484277800182,lfl_summer_2025,2025-08-14 18:43:33,2025-08-14T19:00:00Z,GameWard,Karmine Corp Blue,2
